coverage_rate,coverage_error,avg_exceedance_loss,mean_var,mean_es,n_test,n_total,mean_y,std_y,uc_stat,uc_p_value,cc_stat,cc_p_value,dataset,portfolio,alpha,model,window
0.052551020408163264,0.002551020408163261,0.009120827265372168,-0.017526311224489794,-0.025485778435000366,3920,26130,0.0005035289115646257,0.011734604224846696,0.5286188529053106,0.46718810181744264,22.585673796643277,1.2461870963154098e-05,industry12,equal_weight,0.05,historical_sim,250
0.015306122448979591,0.005306122448979591,0.010674831944444442,-0.031587376551870744,-0.03642669430272109,3920,26130,0.0005035289115646257,0.011734604224846696,9.591819726236963,0.001954461494417914,27.16739042737879,1.260886877352263e-06,industry12,equal_weight,0.01,historical_sim,250
0.05178571428571429,0.0017857142857142863,0.008932864114424576,-0.01646514540679723,-0.024204186093559878,3920,26130,0.0005146867204821338,0.011086710518680378,0.26024199016455896,0.6099539530694428,18.993976406572983,7.507760821146015e-05,industry12,vol_scaled,0.05,historical_sim,250
0.01607142857142857,0.00607142857142857,0.009760063696086506,-0.02992382480631554,-0.034711514129232054,3920,26130,0.0005146867204821338,0.011086710518680378,12.327964321467903,0.0004462227600792179,24.533954189858036,4.704565701452168e-06,industry12,vol_scaled,0.01,historical_sim,250
0.05153061224489796,0.0015306122448979567,0.009352138815922407,-0.017848815571636818,-0.025829965118700535,3920,26130,0.00052521345272803,0.011967759937655476,0.19149964159146293,0.6616713988229485,11.400541478872356,0.0033450596952881995,industry49,equal_weight,0.05,historical_sim,250
0.014540816326530611,0.004540816326530611,0.011535897959183672,-0.03173330066118284,-0.037226129911148126,3920,26130,0.00052521345272803,0.011967759937655476,7.160463469078309,0.007452793736642649,31.01717501612734,1.8395263923220995e-07,industry49,equal_weight,0.01,historical_sim,250
0.05204081632653061,0.002040816326530609,0.008783269277430783,-0.01674218350238366,-0.024407795130445997,3920,26130,0.0005085580022660218,0.011226597939670152,0.3393746636754713,0.5601904004573421,14.663735994384524,0.0006543501205774627,industry49,vol_scaled,0.05,historical_sim,250
0.014540816326530611,0.004540816326530611,0.011092358529059565,-0.030065437236313042,-0.035216481144686035,3920,26130,0.0005085580022660218,0.011226597939670152,7.160463469078309,0.007452793736642649,21.559237612847824,2.0819535476723772e-05,industry49,vol_scaled,0.01,historical_sim,250
