dataset,portfolio,model,alpha,seed,test_loss,coverage_rate,coverage_error,avg_exceedance_loss,mean_var,mean_es,uc_stat,uc_p_value,cc_stat,cc_p_value,n_train,n_val,n_test,n_total,date_start,date_end,var_perm_mean_drift,var_perm_max_drift,es_perm_mean_drift,es_perm_max_drift,n_perm,run_dir
industry49,equal_weight,flatten_mlp,0.01,789.0,0.0004191137362253984,0.024464831804281346,0.014464831804281346,0.006895347964018583,-0.021612582728266716,-0.026698002591729164,118.17296945154862,0.0,243.7181057800144,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.0037676896899938583,0.06923779845237732,0.005339745432138443,0.10586582869291306,100.0,artifacts\industry49__equal_weight__flatten_mlp__alpha_0.01__seed_789
industry49,equal_weight,flatten_mlp,0.05,1024.0,0.001147733279586951,0.07772680937818552,0.027726809378185516,0.005959850270301104,-0.012384395115077496,-0.015030164271593094,109.44982238408738,0.0,140.47627553380607,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.004139804746955633,0.12989164888858795,0.005586573854088783,0.13056640326976776,100.0,artifacts\industry49__equal_weight__flatten_mlp__alpha_0.05__seed_1024
industry49,equal_weight,flatten_mlp,0.05,123.0,0.0011321104071829297,0.06906218144750255,0.019062181447502546,0.006271770223975182,-0.012535800226032734,-0.015508819371461868,53.9370260139367,2.070565940925917e-13,94.44940102474357,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.0032592674251645803,0.053812116384506226,0.005347682163119316,0.09174242615699768,100.0,artifacts\industry49__equal_weight__flatten_mlp__alpha_0.05__seed_123
industry49,equal_weight,flatten_mlp,0.05,42.0,0.0011324421499683032,0.06778797145769623,0.017787971457696228,0.006383862812072039,-0.012505993247032166,-0.014688386581838131,47.27127881633896,6.181166689600559e-12,87.54140568872344,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.004328965209424496,0.09412325918674469,0.005198260769248009,0.094591423869133,100.0,artifacts\industry49__equal_weight__flatten_mlp__alpha_0.05__seed_42
industry49,equal_weight,flatten_mlp,0.05,456.0,0.0011478338712659283,0.07505096839959226,0.025050968399592255,0.006333202123641968,-0.012127331458032131,-0.014875559136271477,90.46858002330282,0.0,154.6636811354001,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.0046995352022349834,0.08918784558773041,0.006051317788660526,0.158044695854187,100.0,artifacts\industry49__equal_weight__flatten_mlp__alpha_0.05__seed_456
industry49,equal_weight,flatten_mlp,0.05,789.0,0.001119691139124106,0.07275739041794088,0.02275739041794088,0.006263264454901218,-0.012003904208540916,-0.01386853028088808,75.48571212108527,0.0,104.63279244665819,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.0043728589080274105,0.0614159032702446,0.005056202877312899,0.1616608202457428,100.0,artifacts\industry49__equal_weight__flatten_mlp__alpha_0.05__seed_789
industry49,equal_weight,historical_sim,0.01,,,0.014540816326530611,0.004540816326530611,0.011535897959183672,-0.03173330066118284,-0.037226129911148126,7.160463469078309,0.007452793736642649,31.01717501612734,1.8395263923220995e-07,,,3920,26130,,,,,,,,artifacts\industry49__equal_weight__historical_sim__alpha_0.01
industry49,equal_weight,historical_sim,0.05,,,0.05153061224489796,0.0015306122448979567,0.009352138815922407,-0.017848815571636818,-0.025829965118700535,0.19149964159146293,0.6616713988229485,11.400541478872356,0.0033450596952881995,,,3920,26130,,,,,,,,artifacts\industry49__equal_weight__historical_sim__alpha_0.05
industry49,equal_weight,set_attention,0.01,1024.0,0.000356615868687324,0.015927624872579,0.005927624872579,0.006114001385867596,-0.0238296277821064,-0.030355913564562798,23.60657659198705,1.1818290680531973e-06,107.53219424361123,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,1.0522710480742603e-09,2.2351741790771484e-08,1.659323012326297e-09,2.9802322387695312e-08,100.0,artifacts\industry49__equal_weight__set_attention__alpha_0.01__seed_1024
industry49,equal_weight,set_attention,0.01,123.0,0.0003422006594314298,0.012487257900101937,0.002487257900101937,0.0055430238135159016,-0.02544078789651394,-0.030364202335476875,4.545320842312549,0.03300883545290567,67.93354711104064,1.7763568394002505e-15,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,1.0353866652934585e-09,5.960464477539063e-08,1.4260247427344552e-09,5.960464477539063e-08,100.0,artifacts\industry49__equal_weight__set_attention__alpha_0.01__seed_123
industry49,equal_weight,set_attention,0.01,42.0,0.00034454170515747486,0.017074413863404688,0.007074413863404688,0.005417475011199713,-0.02279486134648323,-0.028772354125976562,32.73661115020377,1.055306964037328e-08,33.82622009358715,4.515747342725973e-08,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,8.617427882384732e-10,5.960464477539063e-08,1.3485237371213543e-09,5.960464477539063e-08,100.0,artifacts\industry49__equal_weight__set_attention__alpha_0.01__seed_42
industry49,equal_weight,set_attention,0.01,456.0,0.0003411205639200196,0.01261467889908257,0.0026146788990825693,0.0056231203489005566,-0.02422439306974411,-0.031296256929636,5.004897842913124,0.025275695139482246,8.971755950731222,0.01126699103636708,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,9.360135999614272e-10,5.960464477539063e-08,1.3709025026287236e-09,5.960464477539063e-08,100.0,artifacts\industry49__equal_weight__set_attention__alpha_0.01__seed_456
industry49,equal_weight,set_attention,0.01,789.0,0.00034550099514845365,0.013251783893985729,0.0032517838939857286,0.006158958189189434,-0.02411526069045067,-0.03003847971558571,7.605709138238808,0.005818377651899187,16.438268792749795,0.00026944819932817055,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,9.175888937562604e-10,4.470348358154297e-08,1.3580814250957474e-09,4.470348358154297e-08,100.0,artifacts\industry49__equal_weight__set_attention__alpha_0.01__seed_789
