dataset,portfolio,model,alpha,seed,test_loss,coverage_rate,coverage_error,avg_exceedance_loss,mean_var,mean_es,uc_stat,uc_p_value,cc_stat,cc_p_value,n_train,n_val,n_test,n_total,date_start,date_end,var_perm_mean_drift,var_perm_max_drift,es_perm_mean_drift,es_perm_max_drift,n_perm,run_dir
industry49,equal_weight,set_attention,0.05,1024.0,0.0009292534425656266,0.053261977573904176,0.0032619775739041734,0.005086918361485004,-0.012178496457636356,-0.016827210783958435,1.7229557336104335,0.18931302134123995,2.8071854208674267,0.24571260203570133,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,4.9105314259279e-10,2.9802322387695312e-08,7.886749586738517e-10,2.9802322387695312e-08,100.0,artifacts\industry49__equal_weight__set_attention__alpha_0.05__seed_1024
industry49,equal_weight,set_attention,0.05,123.0,0.0009534419195609742,0.06562181447502548,0.015621814475025475,0.00498600909486413,-0.011585449799895287,-0.015353532508015633,36.86890677109568,1.2634490120788655e-09,36.88730889595854,9.772881837122327e-09,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,5.171447159391107e-10,2.9802322387695312e-08,8.083992919516447e-10,2.9802322387695312e-08,100.0,artifacts\industry49__equal_weight__set_attention__alpha_0.05__seed_123
industry49,equal_weight,set_attention,0.05,42.0,0.0009665061635103847,0.06715086646279307,0.01715086646279307,0.0045911273919045925,-0.012245580554008484,-0.015968898311257362,44.08920101251533,3.1374680631302e-11,49.637126575073125,1.665079185642071e-11,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,5.20326282060779e-10,3.725290298461914e-08,8.155154329614334e-10,4.470348358154297e-08,100.0,artifacts\industry49__equal_weight__set_attention__alpha_0.05__seed_42
industry49,equal_weight,set_attention,0.05,456.0,0.000952159176926175,0.04128440366972477,0.00871559633027523,0.005761066917330027,-0.013297420926392078,-0.017679356038570404,13.308851349652741,0.00026415613861763276,25.3174242189275,3.179736871361527e-06,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,5.811090497687132e-10,1.4901161193847656e-08,8.7412521665442e-10,1.4901161193847656e-08,100.0,artifacts\industry49__equal_weight__set_attention__alpha_0.05__seed_456
industry49,equal_weight,set_attention,0.05,789.0,0.0009629626783436006,0.0605249745158002,0.0105249745158002,0.004984292667359114,-0.01216579508036375,-0.015758156776428223,17.19993971876511,3.3644702945978544e-05,20.496505827697092,3.541932744299814e-05,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,5.264138569494037e-10,4.470348358154297e-08,7.801560508724492e-10,4.470348358154297e-08,100.0,artifacts\industry49__equal_weight__set_attention__alpha_0.05__seed_789
industry49,vol_scaled,flatten_mlp,0.01,1024.0,0.00039939703257819954,0.020387359836901122,0.010387359836901122,0.0051756552420556545,-0.024160072207450867,-0.03272403031587601,65.76393812618312,5.551115123125783e-16,188.04883174522865,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.003954700194299221,0.07028442621231079,0.008152279071509838,0.08096680790185928,100.0,artifacts\industry49__vol_scaled__flatten_mlp__alpha_0.01__seed_1024
industry49,vol_scaled,flatten_mlp,0.01,123.0,0.000388100488983839,0.024337410805300712,0.014337410805300712,0.006270851939916611,-0.019898781552910805,-0.02283293381333351,116.35957688351323,0.0,227.23676585493263,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.0035884403623640537,0.1274489164352417,0.005348647013306618,0.12704546749591827,100.0,artifacts\industry49__vol_scaled__flatten_mlp__alpha_0.01__seed_123
industry49,vol_scaled,flatten_mlp,0.01,42.0,0.0003824811276294306,0.02204383282364934,0.012043832823649339,0.005698340013623238,-0.021878905594348907,-0.02809431590139866,85.60950504507309,0.0,156.22223042952874,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.005048976745456457,0.06979842483997345,0.009864912368357182,0.08335056900978088,100.0,artifacts\industry49__vol_scaled__flatten_mlp__alpha_0.01__seed_42
industry49,vol_scaled,flatten_mlp,0.01,456.0,0.000408538369202956,0.035423037716615695,0.025423037716615693,0.005756918806582689,-0.017077097669243813,-0.019714685156941414,309.34424887156683,0.0,433.14463265802124,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.0024995829444378614,0.10887156426906586,0.003135712817311287,0.10760809481143951,100.0,artifacts\industry49__vol_scaled__flatten_mlp__alpha_0.01__seed_456
industry49,vol_scaled,flatten_mlp,0.01,789.0,0.0003828642267937213,0.019750254841997963,0.009750254841997963,0.006812335457652807,-0.020466718822717667,-0.02317202091217041,58.6963156177726,1.84297022087776e-14,108.14878721711557,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.007416377309709787,0.10808011889457703,0.008930150419473648,0.11080493777990341,100.0,artifacts\industry49__vol_scaled__flatten_mlp__alpha_0.01__seed_789
industry49,vol_scaled,flatten_mlp,0.05,1024.0,0.0011454935872236174,0.07658002038735984,0.026580020387359835,0.006459068972617388,-0.011706396006047726,-0.016169564798474312,101.12009430165563,0.0,210.0076450079132,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.004006003029644489,0.07298245280981064,0.007566447835415602,0.13739091157913208,100.0,artifacts\industry49__vol_scaled__flatten_mlp__alpha_0.05__seed_1024
industry49,vol_scaled,flatten_mlp,0.05,123.0,0.001091927452362736,0.05784913353720693,0.007849133537206926,0.006647347006946802,-0.012653334997594357,-0.01637144573032856,9.710808942406857,0.0018318736115040535,86.78084402831792,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.003371356287971139,0.07067792862653732,0.005355429369956255,0.13070303201675415,100.0,artifacts\industry49__vol_scaled__flatten_mlp__alpha_0.05__seed_123
industry49,vol_scaled,flatten_mlp,0.05,42.0,0.0010987615983441442,0.07785423037716616,0.027854230377166153,0.006029720883816481,-0.01140034943819046,-0.013966917060315609,110.3931944637634,0.0,191.77672247106693,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.0037986054085195065,0.12820905447006226,0.00499857310205698,0.29389649629592896,100.0,artifacts\industry49__vol_scaled__flatten_mlp__alpha_0.05__seed_42
industry49,vol_scaled,flatten_mlp,0.05,456.0,0.0011690191005591102,0.059887869520897044,0.009887869520897041,0.006914829835295677,-0.013679356314241886,-0.01888304390013218,15.234408679759781,9.495742628917725e-05,50.92998305387664,8.723577415992168e-12,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.005618768744170666,0.06927569210529327,0.007616858929395676,0.15066379308700562,100.0,artifacts\industry49__vol_scaled__flatten_mlp__alpha_0.05__seed_456
industry49,vol_scaled,flatten_mlp,0.05,789.0,0.0011823124963212018,0.07938328236493374,0.029383282364933733,0.006644781678915024,-0.011550463736057281,-0.014312290586531162,121.98902818304668,0.0,192.87936936754159,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,0.004677595105022192,0.07754829525947571,0.006901491899043322,0.18497611582279205,100.0,artifacts\industry49__vol_scaled__flatten_mlp__alpha_0.05__seed_789
industry49,vol_scaled,historical_sim,0.01,,,0.014540816326530611,0.004540816326530611,0.011092358529059565,-0.030065437236313042,-0.035216481144686035,7.160463469078309,0.007452793736642649,21.559237612847824,2.0819535476723772e-05,,,3920,26130,,,,,,,,artifacts\industry49__vol_scaled__historical_sim__alpha_0.01
industry49,vol_scaled,historical_sim,0.05,,,0.05204081632653061,0.002040816326530609,0.008783269277430783,-0.01674218350238366,-0.024407795130445997,0.3393746636754713,0.5601904004573421,14.663735994384524,0.0006543501205774627,,,3920,26130,,,,,,,,artifacts\industry49__vol_scaled__historical_sim__alpha_0.05
industry49,vol_scaled,set_attention,0.01,1024.0,0.0003220684869451283,0.013761467889908258,0.0037614678899082574,0.005544202867895365,-0.021952418610453606,-0.026954572647809982,10.038383416620263,0.0015331168922272376,21.289622672541782,2.3824136887173886e-05,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,8.520379402021661e-10,4.470348358154297e-08,1.2749258315736256e-09,4.470348358154297e-08,100.0,artifacts\industry49__vol_scaled__set_attention__alpha_0.01__seed_1024
industry49,vol_scaled,set_attention,0.01,123.0,0.00033332555209833345,0.013761467889908258,0.0037614678899082574,0.006385015323758125,-0.021433597430586815,-0.027165338397026062,10.038383416620263,0.0015331168922272376,13.0509927801902,0.0014655914613649346,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,1.0275722495123318e-09,1.1920928955078125e-07,1.452729159190369e-09,1.1920928955078125e-07,100.0,artifacts\industry49__vol_scaled__set_attention__alpha_0.01__seed_123
industry49,vol_scaled,set_attention,0.01,42.0,0.0003334866282418579,0.01134046890927625,0.001340468909276249,0.006486987229436636,-0.02300698682665825,-0.02974778413772583,1.365325304498242,0.24261668771110245,6.606243729253379,0.036768202691111584,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,8.762466308098737e-10,4.470348358154297e-08,1.2877444666159477e-09,4.470348358154297e-08,100.0,artifacts\industry49__vol_scaled__set_attention__alpha_0.01__seed_42
industry49,vol_scaled,set_attention,0.01,456.0,0.00031931673721994193,0.012232415902140673,0.0022324159021406727,0.005429310258477926,-0.022849783301353455,-0.02933259680867195,3.6883769581972956,0.054792910101345904,4.181154553265742,0.12361575472946007,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,9.858550642505293e-10,5.960464477539063e-08,1.4206668064176142e-09,5.960464477539063e-08,100.0,artifacts\industry49__vol_scaled__set_attention__alpha_0.01__seed_456
industry49,vol_scaled,set_attention,0.01,789.0,0.00033481896273572487,0.011467889908256881,0.0014678899082568812,0.006550793536007404,-0.02260923944413662,-0.028425008058547974,1.6309432622311988,0.20157263176872975,4.184901887310161,0.12338435681541415,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,9.423886115911273e-10,5.960464477539063e-08,1.3790266706337206e-09,5.960464477539063e-08,100.0,artifacts\industry49__vol_scaled__set_attention__alpha_0.01__seed_789
industry49,vol_scaled,set_attention,0.05,1024.0,0.0009052657309723078,0.0605249745158002,0.0105249745158002,0.004825747571885586,-0.011298713274300098,-0.014628195203840733,17.19993971876511,3.3644702945978544e-05,17.26656116096592,0.00017807948177972488,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,4.6143280862942504e-10,2.2351741790771484e-08,6.885635395192935e-10,2.2351741790771484e-08,100.0,artifacts\industry49__vol_scaled__set_attention__alpha_0.05__seed_1024
industry49,vol_scaled,set_attention,0.05,123.0,0.0009592005121569119,0.0736493374108053,0.0236493374108053,0.004947158042341471,-0.010864858515560627,-0.014652241952717304,81.16887273482007,0.0,88.75167916684495,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,5.243263601073522e-10,2.9802322387695312e-08,7.986276640004064e-10,2.9802322387695312e-08,100.0,artifacts\industry49__vol_scaled__set_attention__alpha_0.05__seed_123
industry49,vol_scaled,set_attention,0.05,42.0,0.000924070346146389,0.08295107033639144,0.03295107033639144,0.0044420016929507256,-0.010215549729764462,-0.013110469095408916,150.98391459594677,0.0,151.5376956474238,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,4.558789457043133e-10,2.9802322387695312e-08,6.743309799439601e-10,2.9802322387695312e-08,100.0,artifacts\industry49__vol_scaled__set_attention__alpha_0.05__seed_42
industry49,vol_scaled,set_attention,0.05,456.0,0.00093331609770255,0.06715086646279307,0.01715086646279307,0.004521270282566547,-0.011548704467713833,-0.015060055069625378,44.08920101251533,3.1374680631302e-11,45.9512302721173,1.0515188719750768e-10,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,5.011582260294745e-10,2.9802322387695312e-08,7.461998241531376e-10,2.9802322387695312e-08,100.0,artifacts\industry49__vol_scaled__set_attention__alpha_0.05__seed_456
industry49,vol_scaled,set_attention,0.05,789.0,0.0009133531386246306,0.07020897043832823,0.020208970438328228,0.004739121068269014,-0.010750977322459221,-0.014525231905281544,60.27531136573998,8.215650382226158e-15,78.06515546266519,0.0,36624.0,7848.0,7848,52320,1926-07-01,2026-02-27,5.792245016955633e-10,2.9802322387695312e-08,9.207993811877202e-10,2.9802322387695312e-08,100.0,artifacts\industry49__vol_scaled__set_attention__alpha_0.05__seed_789
